Data;Hora UTC;PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);VENTO, DIREÇÃO HORARIA (gr) (° (gr))
14/05/2023;1000 UTC;987,3;987,3;982,1;;27
14/05/2023;1100 UTC;995,8;995,8;987,3;;36
14/05/2023;1200 UTC;1001,5;1001,5;995,8;;71
14/05/2023;1300 UTC;1006,3;1006,3;1001,5;;76
14/05/2023;1400 UTC;1012,6;1012,6;1006,3;;108
14/05/2023;1500 UTC;1014,3;1014,3;1012,6;;100
14/05/2023;1600 UTC;1017,7;1017,7;1014,3;;114
14/05/2023;1700 UTC;1016,4;1018,5;1016,4;;117
14/05/2023;1800 UTC;999,6;1016,4;999,6;;138
14/05/2023;1900 UTC;991,6;999,6;991,6;;136
14/05/2023;2000 UTC;985,1;991,6;985,1;;133
14/05/2023;2100 UTC;976,5;985,1;976,5;;138
14/05/2023;2200 UTC;972,9;976,5;972,9;;116
14/05/2023;2300 UTC;973,1;973,1;972,8;;59
15/05/2023;0000 UTC;973,7;973,7;973,1;;31
15/05/2023;0100 UTC;973,4;973,9;973,4;;38
15/05/2023;0200 UTC;973,9;973,9;973,4;;64
15/05/2023;0300 UTC;974,5;974,5;973,9;;170
15/05/2023;0400 UTC;974,8;974,8;974,5;;151
15/05/2023;0500 UTC;975;975;974,8;;135
15/05/2023;0600 UTC;975,8;975,8;975;;80
15/05/2023;0700 UTC;977,3;977,3;975,8;;6
15/05/2023;0800 UTC;978,2;978,2;977,3;;6
15/05/2023;0900 UTC;979,6;979,6;978,2;;6
15/05/2023;1000 UTC;983,2;983,2;979,6;;12
15/05/2023;1100 UTC;989;989;983,2;;31
15/05/2023;1200 UTC;999,9;999,9;989;;64
15/05/2023;1300 UTC;1008,1;1008,1;999,9;;91
15/05/2023;1400 UTC;1013,7;1013,7;1008,1;;84
15/05/2023;1500 UTC;1017,6;1017,6;1013,7;;57
15/05/2023;1600 UTC;1013,1;1017,6;1013,1;;123
15/05/2023;1700 UTC;1003,6;1013,1;1003,6;;136
15/05/2023;1800 UTC;1002,9;1003,6;1002,9;;139
15/05/2023;1900 UTC;992,8;1002,9;992,8;;141
15/05/2023;2000 UTC;983,8;992,8;983,8;;136
15/05/2023;2100 UTC;977,1;983,8;977,1;;136
15/05/2023;2200 UTC;973,5;977,1;973,5;;143
15/05/2023;2300 UTC;972,3;973,5;972,3;;158
16/05/2023;0000 UTC;971,9;972,5;971,9;;142
16/05/2023;0100 UTC;972,2;972,2;971,9;;173
16/05/2023;0200 UTC;973,3;973,3;972,2;;164
16/05/2023;0300 UTC;974,5;974,5;973,3;;166
16/05/2023;0400 UTC;975,3;975,3;974,5;;133
16/05/2023;0500 UTC;976,3;976,3;975,3;;174
16/05/2023;0600 UTC;977,3;977,3;976,3;;169
16/05/2023;0700 UTC;978,2;978,2;977,3;;148
16/05/2023;0800 UTC;979,3;979,3;978,2;;169
16/05/2023;0900 UTC;979,1;979,4;978,9;;169
16/05/2023;1000 UTC;985,5;985,5;979,1;;47
16/05/2023;1100 UTC;997,6;997,6;985,5;;88
16/05/2023;1200 UTC;1007,1;1007,1;997,6;;88
16/05/2023;1300 UTC;1013,4;1013,4;1007,1;;75
16/05/2023;1400 UTC;1015,4;1015,7;1013,4;;107
16/05/2023;1500 UTC;1015,9;1015,9;1015,4;;102
16/05/2023;1600 UTC;1016,9;1016,9;1015,9;;83
16/05/2023;1700 UTC;1013,9;1017,5;1013,9;;144
16/05/2023;1800 UTC;1005,1;1013,9;1005,1;;141
16/05/2023;1900 UTC;995,8;1005,1;995,8;;141
16/05/2023;2000 UTC;981,4;995,7;981,4;;140
16/05/2023;2100 UTC;971;981,4;971;;143
16/05/2023;2200 UTC;967,1;971;967,1;;147
16/05/2023;2300 UTC;966,4;967,1;966,3;;149
17/05/2023;0000 UTC;967,6;967,6;966,4;;132
17/05/2023;0100 UTC;968,8;968,8;967,6;;155
17/05/2023;0200 UTC;969,5;969,5;968,8;;174
17/05/2023;0300 UTC;970,6;970,6;969,5;;163
17/05/2023;0400 UTC;971,8;971,8;970,6;;143
17/05/2023;0500 UTC;973,1;973,1;971,9;;148
17/05/2023;0600 UTC;973,9;973,9;973,1;;152
17/05/2023;0700 UTC;974,4;974,5;973,9;;152
17/05/2023;0800 UTC;975,8;975,8;974,4;;152
17/05/2023;0900 UTC;976,7;976,7;975,8;;152
17/05/2023;1000 UTC;982,1;982,1;976,7;;83
17/05/2023;1100 UTC;996,6;996,6;982,1;;126
17/05/2023;1200 UTC;1009,8;1009,8;996,7;;132
17/05/2023;1300 UTC;1014,6;1014,6;1009,8;;138
17/05/2023;1400 UTC;1014,7;1015;1014,6;;124
17/05/2023;1500 UTC;1014,1;1015,2;1014,1;;132
17/05/2023;1600 UTC;1016,2;1016,5;1014,1;;142
17/05/2023;1700 UTC;1012;1016,3;1012;;140
17/05/2023;1800 UTC;998,6;1012;998,6;;143
17/05/2023;1900 UTC;987,8;998,6;987,8;;146
17/05/2023;2000 UTC;978,8;987,8;978,8;;143
17/05/2023;2100 UTC;972,4;978,8;972,4;;144
17/05/2023;2200 UTC;969,7;972,4;969,7;;135
17/05/2023;2300 UTC;967,7;969,8;967,7;;145
18/05/2023;0000 UTC;966,7;967,8;966,7;;99
18/05/2023;0100 UTC;967,4;967,4;966,7;;164
18/05/2023;0200 UTC;968,7;968,7;967,4;;158
18/05/2023;0300 UTC;970,1;970,1;968,7;;169
18/05/2023;0400 UTC;971,2;971,2;970,1;;5
18/05/2023;0500 UTC;973,3;973,3;971,2;;174
18/05/2023;0600 UTC;974,5;974,5;973,3;;174
18/05/2023;0700 UTC;975,6;975,6;974,5;;97
18/05/2023;0800 UTC;976,6;976,6;975,6;;14
18/05/2023;0900 UTC;977,6;977,6;976,6;;39
18/05/2023;1000 UTC;982,3;982,3;977,6;;39
18/05/2023;1100 UTC;995,7;995,7;982,4;;143
18/05/2023;1200 UTC;1007,8;1007,8;995,7;;125
18/05/2023;1300 UTC;1015,4;1015,4;1007,8;;149
18/05/2023;1400 UTC;1017,1;1017,1;1015,4;;138
18/05/2023;1500 UTC;1015,7;1019;1015,7;;154
18/05/2023;1600 UTC;1006,6;1015,7;1006,6;;147
18/05/2023;1700 UTC;1004,7;1006,6;1004,7;;141
18/05/2023;1800 UTC;999,3;1004,7;999,3;;136
18/05/2023;1900 UTC;991,2;999,2;991,2;;145
18/05/2023;2000 UTC;982,7;991,2;982,7;;145
18/05/2023;2100 UTC;975,1;982,7;975,1;;162
18/05/2023;2200 UTC;971,6;975,1;971,6;;152
18/05/2023;2300 UTC;971;971,6;970,9;;162
19/05/2023;0000 UTC;971,9;971,9;971;;146
19/05/2023;0100 UTC;973,5;973,5;971,9;;143
19/05/2023;0200 UTC;974,6;974,6;973,5;;148
19/05/2023;0300 UTC;975,9;975,9;974,6;;159
19/05/2023;0400 UTC;977,4;977,4;975,9;;159
19/05/2023;0500 UTC;978,9;978,9;977,4;;145
19/05/2023;0600 UTC;979,3;979,4;978,9;;155
19/05/2023;0700 UTC;979,7;979,7;979,4;;147
19/05/2023;0800 UTC;980,2;980,2;979,7;;141
19/05/2023;0900 UTC;981,2;981,2;980,2;;133
19/05/2023;1000 UTC;982,5;982,5;981,2;;154
19/05/2023;1100 UTC;985,9;985,9;982,5;;144
19/05/2023;1200 UTC;989,2;989,2;985,9;;145
19/05/2023;1300 UTC;990,7;990,7;989,2;;153
19/05/2023;1400 UTC;992,4;992,4;990,7;;157
19/05/2023;1500 UTC;992,3;992,7;992,2;;152
19/05/2023;1600 UTC;994,6;994,6;992,3;;152
19/05/2023;1700 UTC;994,6;995,1;994,6;;139
19/05/2023;1800 UTC;993,3;994,6;993,2;;155
19/05/2023;1900 UTC;989,7;993,7;989,7;;152
19/05/2023;2000 UTC;985,3;989,7;985,3;;150
19/05/2023;2100 UTC;982,2;985,3;982,2;;147
19/05/2023;2200 UTC;981,3;982,2;981,3;;157
19/05/2023;2300 UTC;982;982;981,3;;157
20/05/2023;0000 UTC;982,9;982,9;982;;157
20/05/2023;0100 UTC;983,3;983,3;982,9;;133
20/05/2023;0200 UTC;983,1;983,4;983,1;;162
20/05/2023;0300 UTC;983,9;983,9;983,1;;134
20/05/2023;0400 UTC;984;984,3;983,9;;146
20/05/2023;0500 UTC;984;984,2;983,9;;148
20/05/2023;0600 UTC;984,4;984,4;984;;148
20/05/2023;0700 UTC;984,7;984,8;984,4;;154
20/05/2023;0800 UTC;984,6;984,8;984,5;;149
20/05/2023;0900 UTC;984,4;984,8;984,4;;148
20/05/2023;1000 UTC;986,2;986,2;984,4;;152
20/05/2023;1100 UTC;991,5;991,5;986,2;;151
20/05/2023;1200 UTC;995;995;991,5;;147
20/05/2023;1300 UTC;1001,7;1001,7;995;;148
20/05/2023;1400 UTC;1009,4;1009,4;1001,7;;152
20/05/2023;1500 UTC;999,5;1009,4;999,5;;155
20/05/2023;1600 UTC;997,6;999,5;996,1;;155
20/05/2023;1700 UTC;1001,5;1001,5;997,7;;153
20/05/2023;1800 UTC;993,6;1001,5;993,6;;159
20/05/2023;1900 UTC;988,9;993,6;988,9;;150
20/05/2023;2000 UTC;984,7;988,9;984,7;;156
20/05/2023;2100 UTC;981,2;984,7;981,2;;157
20/05/2023;2200 UTC;979,7;981,2;979,7;;149
20/05/2023;2300 UTC;979,6;979,8;979,5;;136
21/05/2023;0000 UTC;980,3;980,3;979,6;;151
21/05/2023;0100 UTC;980,4;980,6;980,3;;157
21/05/2023;0200 UTC;980,5;980,6;980,4;;154
21/05/2023;0300 UTC;981,1;981,1;980,5;;148
21/05/2023;0400 UTC;981,9;981,9;981,1;;144
21/05/2023;0500 UTC;981,8;982,2;981,8;;121
21/05/2023;0600 UTC;981,6;982;981,6;;150
21/05/2023;0700 UTC;982;982;981,6;;150
21/05/2023;0800 UTC;982,7;982,7;982;;146
21/05/2023;0900 UTC;983,4;983,4;982,7;;152
21/05/2023;1000 UTC;984,8;984,8;983,4;;148
21/05/2023;1100 UTC;987,7;987,7;984,8;;154
21/05/2023;1200 UTC;991,4;991,4;987,7;;156
21/05/2023;1300 UTC;994,9;994,9;991,4;;153
21/05/2023;1400 UTC;1001,6;1001,6;994,9;;154
21/05/2023;1500 UTC;1008;1008;1001,6;;17
21/05/2023;1600 UTC;1001,5;1008,2;1001,5;;152
21/05/2023;1700 UTC;993,1;1001,5;993,1;;143
21/05/2023;1800 UTC;990,1;993,1;990,1;;149
21/05/2023;1900 UTC;988;990,1;988;;159
21/05/2023;2000 UTC;982,9;988,1;982,9;;160
21/05/2023;2100 UTC;979;982,9;979;;142
21/05/2023;2200 UTC;978,7;979,1;978,6;;128
21/05/2023;2300 UTC;978,3;979;978,3;;156
22/05/2023;0000 UTC;978,7;978,7;978,2;;159
22/05/2023;0100 UTC;980,1;980,1;978,7;;154
22/05/2023;0200 UTC;981,4;981,4;980,1;;151
22/05/2023;0300 UTC;982,7;982,7;981,4;;154
22/05/2023;0400 UTC;983,6;983,6;982,7;;157
22/05/2023;0500 UTC;984,2;984,2;983,6;;163
22/05/2023;0600 UTC;984,5;984,6;984,2;;156
22/05/2023;0700 UTC;984,5;984,7;984,4;;157
22/05/2023;0800 UTC;984,8;984,8;984,5;;23
22/05/2023;0900 UTC;985;985;984,8;;145
22/05/2023;1000 UTC;985,6;985,6;985;;151
22/05/2023;1100 UTC;986,9;986,9;985,6;;145
22/05/2023;1200 UTC;988,6;988,6;986,9;;153
22/05/2023;1300 UTC;992,2;992,2;988,6;;148
22/05/2023;1400 UTC;991,2;992,7;991,2;;124
22/05/2023;1500 UTC;988,8;991,2;988,8;;143
22/05/2023;1600 UTC;988,6;988,9;988,6;;157
22/05/2023;1700 UTC;988,4;988,8;988,3;;145
22/05/2023;1800 UTC;988,5;988,6;988,4;;161
22/05/2023;1900 UTC;988,5;988,8;988,5;;99
22/05/2023;2000 UTC;988,1;988,7;988,1;;138
22/05/2023;2100 UTC;986,9;988,2;986,9;;121
22/05/2023;2200 UTC;986,2;987;986,2;;139
22/05/2023;2300 UTC;986,1;986,4;986,1;;117
23/05/2023;0000 UTC;985,4;986,3;985,4;;141
23/05/2023;0100 UTC;984,4;985,4;984,4;;135
23/05/2023;0200 UTC;984,8;984,8;984,4;;133
23/05/2023;0300 UTC;985,5;985,5;984,8;;115
23/05/2023;0400 UTC;986,2;986,2;985,5;;26
23/05/2023;0500 UTC;986,2;986,5;986,2;;141
23/05/2023;0600 UTC;985,8;986,4;985,8;;145
23/05/2023;0700 UTC;984,9;985,9;984,9;;134
23/05/2023;0800 UTC;985,7;985,7;984,9;;152
23/05/2023;0900 UTC;985,8;985,9;985,7;;58
23/05/2023;1000 UTC;987,3;987,3;985,8;;360
23/05/2023;1100 UTC;993;993;987,4;;21
23/05/2023;1200 UTC;998,5;998,5;993;;28
23/05/2023;1300 UTC;996,5;998,6;996,4;;25
23/05/2023;1400 UTC;995,3;997;995,3;;43
23/05/2023;1500 UTC;996,6;996,6;994;;115
23/05/2023;1600 UTC;1005,3;1005,3;996,7;;102
23/05/2023;1700 UTC;1000,8;1006,1;1000,8;;106
23/05/2023;1800 UTC;994,7;1000,8;994,7;;138
23/05/2023;1900 UTC;994,8;995,7;994,7;;141
23/05/2023;2000 UTC;990,2;994,8;990,2;;130
23/05/2023;2100 UTC;984,4;990,2;984,4;;158
23/05/2023;2200 UTC;981,6;984,4;981,6;;158
23/05/2023;2300 UTC;980,4;981,7;980,4;;143
24/05/2023;0000 UTC;979,2;980,5;979,2;;153
24/05/2023;0100 UTC;979,5;979,5;979,2;;150
24/05/2023;0200 UTC;980,4;980,5;979,5;;147
24/05/2023;0300 UTC;981,5;981,5;980,4;;157
24/05/2023;0400 UTC;981,7;981,7;981,4;;158
24/05/2023;0500 UTC;982;982,4;981,7;;171
24/05/2023;0600 UTC;981,1;982,1;981,1;;141
24/05/2023;0700 UTC;981,2;981,3;981,1;;136
24/05/2023;0800 UTC;980,5;981,4;980,5;;34
24/05/2023;0900 UTC;980,2;980,6;980,2;;130
24/05/2023;1000 UTC;985,3;985,3;980,2;;121
24/05/2023;1100 UTC;994,2;994,2;985,3;;111
24/05/2023;1200 UTC;1002,1;1002,1;994,2;;147
24/05/2023;1300 UTC;1006,9;1006,9;1002,1;;135
24/05/2023;1400 UTC;1013;1013;1006,9;;136
24/05/2023;1500 UTC;1014,5;1014,7;1013;;143
24/05/2023;1600 UTC;1010,5;1014,5;1010,5;;141
24/05/2023;1700 UTC;1007,3;1010,5;1007,3;;137
24/05/2023;1800 UTC;992,1;1007,3;992,1;;49
24/05/2023;1900 UTC;989,4;992,1;987,3;;145
24/05/2023;2000 UTC;985,5;989,9;985,5;;99
24/05/2023;2100 UTC;976,1;985,5;976,1;;117
24/05/2023;2200 UTC;973,5;976,1;973,5;;19
24/05/2023;2300 UTC;971,7;973,6;971,7;;132
25/05/2023;0000 UTC;971,2;971,8;971,1;;99
25/05/2023;0100 UTC;972;972;971,2;;8
25/05/2023;0200 UTC;973,2;973,2;972;;27
25/05/2023;0300 UTC;974,9;974,9;973,2;;31
25/05/2023;0400 UTC;975,6;975,6;974,9;;23
25/05/2023;0500 UTC;976,2;976,3;975,6;;28
25/05/2023;0600 UTC;977;977;976,2;;33
25/05/2023;0700 UTC;979,2;979,2;977;;19
25/05/2023;0800 UTC;980,7;980,7;979,2;;19
25/05/2023;0900 UTC;981,3;981,3;980,7;;35
25/05/2023;1000 UTC;984,1;984,1;981,3;;151
25/05/2023;1100 UTC;994,4;994,4;984,1;;142
25/05/2023;1200 UTC;1005,5;1005,5;994,4;;128
25/05/2023;1300 UTC;1010,7;1010,7;1005,5;;134
25/05/2023;1400 UTC;1012,3;1012,4;1010,7;;132
25/05/2023;1500 UTC;999,5;1012,3;999,5;;67
25/05/2023;1600 UTC;1004,8;1004,8;999,5;;129
25/05/2023;1700 UTC;1008,5;1008,5;1004,8;;134
25/05/2023;1800 UTC;1003,3;1008,9;1003,3;;113
25/05/2023;1900 UTC;996,3;1003,3;996,3;;144
25/05/2023;2000 UTC;980,5;996,3;980,5;;81
25/05/2023;2100 UTC;969,8;980,5;969,8;;148
25/05/2023;2200 UTC;968,7;969,8;968,7;;11
25/05/2023;2300 UTC;969,1;969,1;968,7;;93
26/05/2023;0000 UTC;971,4;971,4;969,1;;142
26/05/2023;0100 UTC;973,5;973,5;971,4;;139
26/05/2023;0200 UTC;974,8;974,8;973,5;;149
26/05/2023;0300 UTC;975,1;975,2;974,8;;144
26/05/2023;0400 UTC;976,8;976,8;975,1;;144
26/05/2023;0500 UTC;978,3;978,3;976,8;;143
26/05/2023;0600 UTC;978,9;978,9;978,3;;147
26/05/2023;0700 UTC;979;979,1;978,9;;360
26/05/2023;0800 UTC;979,2;979,2;979;;139
26/05/2023;0900 UTC;980,8;980,8;979,2;;140
26/05/2023;1000 UTC;985;985;980,8;;135
26/05/2023;1100 UTC;991,1;991,1;985;;141
26/05/2023;1200 UTC;999,9;999,9;991,1;;133
26/05/2023;1300 UTC;1009,3;1009,3;999,9;;139
26/05/2023;1400 UTC;1011,1;1011,1;1009,4;;141
26/05/2023;1500 UTC;1011,8;1012,4;1011,1;;142
26/05/2023;1600 UTC;1010,6;1011,9;1010,6;;136
26/05/2023;1700 UTC;1008,4;1010,8;1008,4;;147
26/05/2023;1800 UTC;995,4;1008,4;995,4;;152
26/05/2023;1900 UTC;991,7;995,4;991,6;;143
26/05/2023;2000 UTC;985,1;992,2;985,1;;152
26/05/2023;2100 UTC;975,2;985,1;975,2;;155
26/05/2023;2200 UTC;971,1;975,2;971,1;;144
26/05/2023;2300 UTC;970,3;971,2;970,2;;144
27/05/2023;0000 UTC;970,5;970,5;970,3;;148
27/05/2023;0100 UTC;972,9;972,9;970,5;;142
27/05/2023;0200 UTC;974,1;974,1;972,9;;38
27/05/2023;0300 UTC;976,3;976,3;974,1;;129
27/05/2023;0400 UTC;977,5;977,5;976,3;;174
27/05/2023;0500 UTC;978,6;978,6;977,5;;166
27/05/2023;0600 UTC;979,7;979,7;978,6;;145
27/05/2023;0700 UTC;979,8;980;979,7;;163
27/05/2023;0800 UTC;980,1;980,1;979,8;;156
27/05/2023;0900 UTC;980,7;980,7;980,1;;54
27/05/2023;1000 UTC;985,1;985,1;980,7;;151
27/05/2023;1100 UTC;993,1;993,1;985,1;;145
27/05/2023;1200 UTC;995,4;996,1;993,1;;106
27/05/2023;1300 UTC;1000,1;1000,1;995,4;;136
27/05/2023;1400 UTC;1008,3;1008,3;1000,1;;128
27/05/2023;1500 UTC;1010,7;1010,7;1008,3;;138
27/05/2023;1600 UTC;1015,5;1015,5;1010,7;;146
27/05/2023;1700 UTC;1004,3;1015,6;1004,3;;73
27/05/2023;1800 UTC;995,5;1004,2;995,5;;138
27/05/2023;1900 UTC;991,3;995,5;991,3;;50
27/05/2023;2000 UTC;979,5;991,3;979,5;;148
27/05/2023;2100 UTC;975,3;979,5;975,3;;126
27/05/2023;2200 UTC;974;975,3;974;;152
27/05/2023;2300 UTC;974,1;974,2;973,9;;144
28/05/2023;0000 UTC;975,3;975,3;974,1;;124
28/05/2023;0100 UTC;975,8;975,8;975,3;;160
28/05/2023;0200 UTC;977,3;977,3;975,8;;160
28/05/2023;0300 UTC;978,6;978,6;977,3;;158
28/05/2023;0400 UTC;979,3;979,3;978,6;;129
28/05/2023;0500 UTC;979,5;979,6;979,3;;165
28/05/2023;0600 UTC;980,4;980,4;979,5;;156
28/05/2023;0700 UTC;978,6;980,7;978,6;;19
28/05/2023;0800 UTC;978,2;978,6;978;;27
28/05/2023;0900 UTC;979,2;979,2;978,2;;147
28/05/2023;1000 UTC;981,4;981,4;979,2;;142
28/05/2023;1100 UTC;987,2;987,2;981,4;;7
28/05/2023;1200 UTC;998,4;998,4;987,2;;104
28/05/2023;1300 UTC;1006,9;1006,9;998,4;;138
28/05/2023;1400 UTC;1011,8;1011,8;1006,9;;136
28/05/2023;1500 UTC;1009,7;1012,3;1009,7;;149
28/05/2023;1600 UTC;1007,8;1009,7;1007,8;;148
28/05/2023;1700 UTC;1004,4;1007,8;1004,4;;61
28/05/2023;1800 UTC;998;1004,3;998;;143
28/05/2023;1900 UTC;992,5;998;992,5;;137
28/05/2023;2000 UTC;986;992,5;986;;145
28/05/2023;2100 UTC;978,3;986;978,3;;89
28/05/2023;2200 UTC;974,2;978,3;974,2;;147
28/05/2023;2300 UTC;973,4;974,2;973,4;;159
29/05/2023;0000 UTC;973;973,5;973;;143
29/05/2023;0100 UTC;972,4;973,2;972,4;;141
29/05/2023;0200 UTC;972,5;972,6;972,4;;142
29/05/2023;0300 UTC;973;973;972,5;;163
29/05/2023;0400 UTC;973,8;973,8;973;;170
29/05/2023;0500 UTC;975,2;975,2;973,8;;10
29/05/2023;0600 UTC;975,9;975,9;975,2;;6
29/05/2023;0700 UTC;976,1;976,1;975,9;;6
29/05/2023;0800 UTC;977,2;977,2;976,1;;6
29/05/2023;0900 UTC;978,3;978,3;977,2;;6
29/05/2023;1000 UTC;983,2;983,2;978,3;;6
29/05/2023;1100 UTC;992,7;992,7;983,2;;18
29/05/2023;1200 UTC;1002,5;1002,5;992,7;;148
29/05/2023;1300 UTC;1010,8;1010,8;1002,5;;155
29/05/2023;1400 UTC;1013,1;1013,1;1010,8;;151
29/05/2023;1500 UTC;1015,3;1015,4;1013,1;;147
29/05/2023;1600 UTC;1015,4;1016,2;1015,3;;151
29/05/2023;1700 UTC;1010,4;1015,4;1010,4;;114
29/05/2023;1800 UTC;1004,6;1010,4;1004,6;;152
29/05/2023;1900 UTC;999,9;1004,6;999,9;;155
29/05/2023;2000 UTC;986,7;999,9;986,7;;151
29/05/2023;2100 UTC;975,2;986,7;975,2;;153
29/05/2023;2200 UTC;969,4;975,2;969,4;;142
29/05/2023;2300 UTC;967,7;969,4;967,7;;142
30/05/2023;0000 UTC;968,2;968,2;967,7;;148
30/05/2023;0100 UTC;969,7;969,7;968,2;;112
30/05/2023;0200 UTC;971,8;971,8;969,7;;140
30/05/2023;0300 UTC;972,6;972,6;971,8;;141
30/05/2023;0400 UTC;973,4;973,4;972,6;;146
30/05/2023;0500 UTC;973,9;973,9;973,4;;117
30/05/2023;0600 UTC;974,1;974,1;973,9;;140
30/05/2023;0700 UTC;976;976;974,1;;141
30/05/2023;0800 UTC;977;977;976;;141
30/05/2023;0900 UTC;978;978;977;;131
30/05/2023;1000 UTC;985,7;985,7;978;;116
30/05/2023;1100 UTC;999,3;999,3;985,7;;159
30/05/2023;1200 UTC;1008,9;1008,9;999,4;;140
30/05/2023;1300 UTC;1014,2;1014,2;1008,9;;146
30/05/2023;1400 UTC;1014,1;1014,6;1013,9;;155
30/05/2023;1500 UTC;1015,1;1015,8;1014,1;;144
30/05/2023;1600 UTC;1014,5;1015,6;1014,5;;145
30/05/2023;1700 UTC;1010,9;1014,5;1010,9;;156
30/05/2023;1800 UTC;1006,3;1010,9;1006,3;;151
30/05/2023;1900 UTC;1000,9;1006,3;1000,9;;155
30/05/2023;2000 UTC;990,9;1000,8;990,9;;156
30/05/2023;2100 UTC;978,1;990,9;978,1;;158
30/05/2023;2200 UTC;971,2;978;971,2;;163
30/05/2023;2300 UTC;968,9;971,2;968,9;;161
31/05/2023;0000 UTC;969,4;969,4;968,9;;147
31/05/2023;0100 UTC;972,1;972,1;969,4;;156
31/05/2023;0200 UTC;974,1;974,1;972,1;;142
31/05/2023;0300 UTC;976,3;976,3;974,1;;153
31/05/2023;0400 UTC;977,7;977,7;976,3;;154
31/05/2023;0500 UTC;979,5;979,5;977,7;;165
31/05/2023;0600 UTC;980,4;980,4;979,5;;145
31/05/2023;0700 UTC;981,1;981,1;980,4;;153
31/05/2023;0800 UTC;980,8;981,3;980,8;;144
31/05/2023;0900 UTC;981,1;981,1;980,8;;145
31/05/2023;1000 UTC;984,9;984,9;981,1;;93
31/05/2023;1100 UTC;996,5;996,5;984,9;;153
31/05/2023;1200 UTC;1006,1;1006,1;996,5;;154
31/05/2023;1300 UTC;1009,8;1009,8;1006,2;;146
31/05/2023;1400 UTC;1008,8;1011,3;1008,8;;155
31/05/2023;1500 UTC;999,2;1008,9;999,2;;152
31/05/2023;1600 UTC;997;999,2;997;;155
31/05/2023;1700 UTC;996,3;997,1;995,9;;143
31/05/2023;1800 UTC;996,7;997,3;996,3;;149
31/05/2023;1900 UTC;991,4;996,9;991,4;;155
31/05/2023;2000 UTC;982,4;991,4;982,4;;153
31/05/2023;2100 UTC;978,6;982,4;978,6;;151
31/05/2023;2200 UTC;977,7;978,6;977,6;;157
31/05/2023;2300 UTC;977,5;977,9;977,5;;161
01/06/2023;0000 UTC;977,4;977,7;977,3;;157
01/06/2023;0100 UTC;977,7;977,7;977,4;;154
01/06/2023;0200 UTC;979;979;977,7;;146
01/06/2023;0300 UTC;980,6;980,6;979;;23
01/06/2023;0400 UTC;981,9;981,9;980,6;;157
01/06/2023;0500 UTC;982,3;982,4;981,9;;124
01/06/2023;0600 UTC;982;982,6;981,9;;145
01/06/2023;0700 UTC;982,3;982,3;982;;132
01/06/2023;0800 UTC;982,8;982,8;982,3;;134
01/06/2023;0900 UTC;983,4;983,4;982,8;;13
01/06/2023;1000 UTC;984,8;984,8;983,4;;26
01/06/2023;1100 UTC;986,5;986,5;984,8;;134
01/06/2023;1200 UTC;989,8;989,8;986,5;;152
01/06/2023;1300 UTC;994,6;994,6;989,8;;156
01/06/2023;1400 UTC;1001,1;1001,1;994,7;;150
01/06/2023;1500 UTC;1001,6;1001,6;1001,1;;160
01/06/2023;1600 UTC;1005,8;1005,8;1001,6;;148
01/06/2023;1700 UTC;1005,3;1006,7;1005,3;;122
01/06/2023;1800 UTC;1000,8;1005,3;1000,6;;26
01/06/2023;1900 UTC;1001,7;1001,7;1000,8;;23
01/06/2023;2000 UTC;996,3;1001,9;996,3;;41
01/06/2023;2100 UTC;988,1;996,3;988,1;;144
01/06/2023;2200 UTC;983;988,1;983;;67
01/06/2023;2300 UTC;980;983;980;;145
02/06/2023;0000 UTC;978,4;980;978,4;;27
02/06/2023;0100 UTC;978,3;978,6;978,2;;143
02/06/2023;0200 UTC;978,7;978,7;978,3;;140
02/06/2023;0300 UTC;979,5;979,5;978,7;;139
02/06/2023;0400 UTC;981,3;981,3;979,5;;21
02/06/2023;0500 UTC;982,5;982,5;981,3;;155
02/06/2023;0600 UTC;983;983;982,5;;135
02/06/2023;0700 UTC;983,4;983,4;983;;43
02/06/2023;0800 UTC;983,9;984;983,4;;152
02/06/2023;0900 UTC;982,9;984,1;982,9;;169
02/06/2023;1000 UTC;985,4;985,4;982,9;;141
02/06/2023;1100 UTC;990,7;990,7;985,4;;146
02/06/2023;1200 UTC;995,9;995,9;990,7;;57
02/06/2023;1300 UTC;1005,2;1005,2;995,9;;17
02/06/2023;1400 UTC;1006,6;1007,2;1005,2;;24
02/06/2023;1500 UTC;1006,9;1008,2;1006,6;;64
02/06/2023;1600 UTC;1001,5;1006,9;1001,5;;121
02/06/2023;1700 UTC;986,2;1001,5;986,2;;159
02/06/2023;1800 UTC;987,5;987,5;984,4;;16
02/06/2023;1900 UTC;986,7;988,4;986,7;;158
02/06/2023;2000 UTC;980,7;986,7;980,7;;156
02/06/2023;2100 UTC;976,2;980,7;976,2;;149
02/06/2023;2200 UTC;974,4;976,2;974,4;;142
02/06/2023;2300 UTC;974;974,5;974;;144
03/06/2023;0000 UTC;975,6;975,6;974;;160
03/06/2023;0100 UTC;977,9;977,9;975,6;;154
03/06/2023;0200 UTC;979,6;979,6;977,9;;150
03/06/2023;0300 UTC;981,8;981,8;979,6;;144
