LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
ARAPIRACA;09/11/2023;800;21,9;22,2;21,8;988,1;988,1;987,8;1,2;98;2,6;;0
ARAPIRACA;09/11/2023;900;23;23;21,9;988,5;988,5;988,1;1,3;79;3,5;157,5;0
ARAPIRACA;09/11/2023;1000;24,7;24,7;23;989,1;989,1;988,5;4,1;86;7,7;836,7;0
ARAPIRACA;09/11/2023;1100;27;27,3;24,7;989,6;989,6;989,1;4,3;116;8,8;1616,4;0
ARAPIRACA;09/11/2023;1200;30,3;30,3;27;989,2;989,6;989,2;3,4;106;8,5;2480,7;0
ARAPIRACA;09/11/2023;1300;29,8;30,5;28,7;989;989,3;989;4,7;91;8,5;2324,4;0
ARAPIRACA;09/11/2023;1400;31,5;32,4;29,8;988,3;989;988,3;4,5;102;10,8;3030,2;0
ARAPIRACA;09/11/2023;1500;32,5;33,4;31,5;987,4;988,3;987,3;5,2;81;10,8;3317,3;0
ARAPIRACA;09/11/2023;1600;32,3;33,2;31,6;986,1;987,4;986,1;4,9;95;10,1;3217,3;0
ARAPIRACA;09/11/2023;1700;32,5;33,1;31,3;985,3;986,1;985,2;4,1;86;10,9;2847,9;0
ARAPIRACA;09/11/2023;1800;31,3;32,6;30,9;985,4;985,4;985,1;4,2;90;9,8;2205,1;0
ARAPIRACA;09/11/2023;1900;30,2;31,8;30,1;985,7;985,7;985,4;3,7;101;8;1408,3;0
ARAPIRACA;09/11/2023;2000;27,5;30,2;27,5;986,3;986,3;985,6;3,9;125;9,1;483,1;0
ARAPIRACA;09/11/2023;2100;25,6;27,5;25,6;987,1;987,1;986,3;3,7;120;7,6;14,7;0
ARAPIRACA;09/11/2023;2200;24,2;25,6;24,2;987,8;987,8;987,1;2,5;113;7;;0
ARAPIRACA;09/11/2023;2300;23,5;24,2;23,5;988,7;988,7;987,8;2,4;95;5,6;;0
ARAPIRACA;10/11/2023;0;23;23,5;23;988,9;989;988,7;2;95;5;;0
ARAPIRACA;10/11/2023;100;22,4;23;22,4;989,3;989,3;988,9;0,1;113;3,4;;0
ARAPIRACA;10/11/2023;200;21,7;22,4;21,6;988,9;989,4;988,9;0,5;15;1,5;;0
ARAPIRACA;10/11/2023;300;21,7;21,9;21,6;988,4;988,9;988,4;0,2;14;1,9;;0
ARAPIRACA;10/11/2023;400;21,2;21,7;21,1;988,1;988,4;988;0;22;1,1;;0
ARAPIRACA;10/11/2023;500;20,4;21,3;20,2;988;988,1;987,8;0,3;69;1;;0
ARAPIRACA;10/11/2023;600;20,4;20,6;20,3;988,4;988,4;987,9;0;83;1;;0
ARAPIRACA;10/11/2023;700;20,7;21;20,2;988,5;988,6;988,4;0,1;42;0,9;;0
ARAPIRACA;10/11/2023;800;21,1;21,2;20,7;988,6;988,6;988,4;1,1;75;2,1;1,7;0
ARAPIRACA;10/11/2023;900;22,9;22,9;21,1;988,7;988,8;988,6;1,6;69;3,1;207;0
ARAPIRACA;10/11/2023;1000;24,9;25;22,9;989,5;989,5;988,7;3,5;90;6,7;1008,1;0
ARAPIRACA;10/11/2023;1100;27,4;27,4;24,7;989,8;989,8;989,4;3,8;92;7,8;1498,9;0
ARAPIRACA;10/11/2023;1200;29,1;29,9;26,8;989,7;989,9;989,6;4,2;93;9,2;2230,7;0
ARAPIRACA;10/11/2023;1300;31,5;31,8;28,6;989,6;989,8;989,5;4,7;98;9,3;2954,5;0
ARAPIRACA;10/11/2023;1400;31,6;32,6;30,9;988,6;989,6;988,6;5,4;80;10,5;3107,9;0
ARAPIRACA;10/11/2023;1500;33,5;33,7;31,5;987,6;988,6;987,6;3,9;94;12,6;3692,5;0
ARAPIRACA;10/11/2023;1600;32,8;33,7;32,4;986,7;987,6;986,6;5,7;80;11,9;3305,9;0
ARAPIRACA;10/11/2023;1700;32,7;33,6;32,2;986,1;986,7;986;4;95;11,9;2879,6;0
ARAPIRACA;10/11/2023;1800;31,5;32,8;31,5;985,9;986,1;985,9;4,9;91;9,9;2303,6;0
ARAPIRACA;10/11/2023;1900;29,8;31,9;29,8;986,1;986,2;985,8;4,9;98;11,7;1425,1;0
ARAPIRACA;10/11/2023;2000;27,3;29,8;27,3;986,6;986,6;986;4,2;97;11,1;489,1;0
ARAPIRACA;10/11/2023;2100;25,2;27,3;25,2;987,3;987,3;986,6;3,7;109;9,7;15,7;0
ARAPIRACA;10/11/2023;2200;24,1;25,2;24,1;988,1;988,1;987,3;3,5;105;8,1;;0
ARAPIRACA;10/11/2023;2300;23,5;24,1;23,5;988,8;988,8;988,1;2,6;98;7,3;;0
ARAPIRACA;11/11/2023;0;22,8;23,5;22,8;989,2;989,3;988,8;2;88;4,6;;0
ARAPIRACA;11/11/2023;100;22,1;22,8;22,1;989,3;989,3;989,2;1,3;72;4;;0
ARAPIRACA;11/11/2023;200;21,7;22,1;21,5;989;989,3;989;0;46;2,2;;0
ARAPIRACA;11/11/2023;300;21,1;21,7;21;987,8;988,9;987,8;0,8;76;1,3;;0
ARAPIRACA;11/11/2023;400;21,2;21,2;21,1;987,1;987,8;987,1;0,6;100;1,6;;0
ARAPIRACA;11/11/2023;500;21,1;21,2;21;986,8;987,1;986,8;0,1;151;1,7;;0
ARAPIRACA;11/11/2023;600;20,5;21,1;20,5;986,7;986,8;986,7;0;102;1,1;;0
ARAPIRACA;11/11/2023;700;20,4;20,5;20;986,7;986,8;986,6;0,3;112;0,9;;0
ARAPIRACA;11/11/2023;800;20,4;20,8;20,1;987;987;986,7;0;314;0,9;1,7;0
ARAPIRACA;11/11/2023;900;22,4;22,4;20,4;987,7;987,7;987;0;113;1,3;233,6;0
ARAPIRACA;11/11/2023;1000;24,6;24,6;22,4;988,2;988,3;987,7;2,6;80;4,2;1121,2;0
ARAPIRACA;11/11/2023;1100;27,5;27,5;24,5;988,7;988,7;988,2;3,4;96;7,3;1487,2;0
ARAPIRACA;11/11/2023;1200;27,8;29,2;27;988,7;988,8;988,6;4,1;77;8,7;2299,9;0
ARAPIRACA;11/11/2023;1300;31,6;31,6;27,8;988,3;988,7;988,2;4,2;105;9,6;2857,4;0
ARAPIRACA;11/11/2023;1400;31,4;32,6;30,5;987,8;988,3;987,7;5;98;10,5;2894,7;0
ARAPIRACA;11/11/2023;1500;33,4;34,7;31,2;987,1;987,8;987;4,5;108;11,3;3895,7;0
ARAPIRACA;11/11/2023;1600;31,5;33,6;31,5;986;987,1;985,9;5;112;11,1;2906,5;0
ARAPIRACA;11/11/2023;1700;32,2;33,5;31,4;985,3;986;985,3;4,8;106;10,7;2775;0
ARAPIRACA;11/11/2023;1800;31,1;32,5;30,7;985;985,3;984,9;4,5;111;10;2005,7;0
ARAPIRACA;11/11/2023;1900;29,4;31,6;29,2;985,1;985,1;984,9;4,7;113;10;1237,1;0
ARAPIRACA;11/11/2023;2000;26,6;29,4;26,6;985,2;985,2;985,1;4,3;114;10,1;438;0
ARAPIRACA;11/11/2023;2100;24,8;26,6;24,8;985,9;985,9;985,2;2,4;114;7,6;15;0
ARAPIRACA;11/11/2023;2200;23,7;24,7;23,7;986,5;986,5;985,9;2,3;107;4,7;;0
ARAPIRACA;11/11/2023;2300;22,9;23,7;22,9;987,2;987,2;986,5;1,8;107;5;;0
ARAPIRACA;12/11/2023;0;22,1;22,9;22,1;987,9;987,9;987,2;1,4;104;3,5;;0
ARAPIRACA;12/11/2023;100;21,3;22,1;21,3;987,9;988;987,9;0,8;114;2,8;;0
ARAPIRACA;12/11/2023;200;20,8;21,3;20,8;987,5;987,9;987,5;0,1;67;2,2;;0
ARAPIRACA;12/11/2023;300;20,9;21;20,5;986,8;987,5;986,8;0,2;111;0,8;;0
ARAPIRACA;12/11/2023;400;20,8;21,1;20,8;986,1;986,8;986,1;0;250;0,8;;0
ARAPIRACA;12/11/2023;500;20,1;20,9;20,1;985,7;986;985,7;0;95;0,7;;0
ARAPIRACA;12/11/2023;600;19,4;20,2;19,3;985,8;985,9;985,7;0,3;88;0,9;;0
ARAPIRACA;12/11/2023;700;19,2;20;19,2;986,2;986,2;985,8;0,1;80;0,9;;0
ARAPIRACA;12/11/2023;800;18,7;19,4;18,7;986,7;986,7;986,1;0,6;62;2;0,9;0
ARAPIRACA;12/11/2023;900;21,9;21,9;18,7;987,4;987,4;986,7;0,8;87;2,2;225,6;0
ARAPIRACA;12/11/2023;1000;24,2;24,3;21,8;988;988;987,4;2,9;91;5,1;1075,1;0
ARAPIRACA;12/11/2023;1100;27,9;28,1;24,2;988,3;988,3;988;4;111;8,5;1566,9;0
ARAPIRACA;12/11/2023;1200;28,1;29,1;27,5;988,3;988,5;988,3;3,4;119;8,9;2015;0
ARAPIRACA;12/11/2023;1300;31,1;31,3;27,8;987,8;988,4;987,8;3,9;102;9,2;2532,6;0
ARAPIRACA;12/11/2023;1400;31,8;33,2;31,1;987,4;987,8;987,4;4,4;117;10,5;3608,9;0
ARAPIRACA;12/11/2023;1500;33,2;33,7;31,3;986,4;987,4;986,3;3,9;119;10,2;3666,8;0
ARAPIRACA;12/11/2023;1600;33,1;33,9;32,8;985,7;986,4;985,6;4,1;125;11,4;3529,8;0
ARAPIRACA;12/11/2023;1700;32,7;33,5;32,3;984,7;985,7;984,7;3,4;113;11,4;3085,2;0
ARAPIRACA;12/11/2023;1800;31,5;33,1;31,5;984,2;984,7;984,2;4;112;8,1;2338;0
ARAPIRACA;12/11/2023;1900;30,4;31,5;30,4;984,4;984,4;984,2;3,5;102;8,1;1456,7;0
ARAPIRACA;12/11/2023;2000;27,5;30,3;27,5;984,8;984,8;984,4;3,6;122;8,1;470;0
ARAPIRACA;12/11/2023;2100;25,4;27,5;25,4;985,3;985,3;984,8;3,4;115;8;14;0
ARAPIRACA;12/11/2023;2200;24;25,4;24;985,9;985,9;985,3;2,9;115;6,3;;0
ARAPIRACA;12/11/2023;2300;23,1;24;23,1;986,4;986,4;985,9;2,7;112;6,1;;0
ARAPIRACA;13/11/2023;0;22,4;23,1;22,4;986,8;986,8;986,4;1,6;102;5,4;;0
ARAPIRACA;13/11/2023;100;21,9;22,5;21,9;986,9;986,9;986,8;1,1;68;3;;0
ARAPIRACA;13/11/2023;200;21,5;22;21,5;986,8;986,9;986,8;1,3;99;2,8;;0
ARAPIRACA;13/11/2023;300;20,9;21,5;20,9;986;986,8;986;0,9;80;2,6;;0
ARAPIRACA;13/11/2023;400;20,6;21;20,6;985,1;986;985,1;1,4;80;2,7;;0
ARAPIRACA;13/11/2023;500;20,2;20,6;20,2;984,5;985,1;984,5;0,7;45;2,4;;0
ARAPIRACA;13/11/2023;600;19,9;20,2;19,7;984,6;984,6;984,5;0,6;4;1,7;;0
ARAPIRACA;13/11/2023;700;19,5;19,9;19,5;984,8;984,8;984,6;0,6;66;1,5;;0
ARAPIRACA;13/11/2023;800;19,4;19,5;19,3;985,2;985,2;984,8;0,9;49;2,2;0,1;0
ARAPIRACA;13/11/2023;900;21,7;21,7;19,4;985,9;985,9;985,2;1,5;46;3;203;0
ARAPIRACA;13/11/2023;1000;24,1;24,1;21,7;986,7;986,7;985,9;3,9;70;6,8;1187,2;0
ARAPIRACA;13/11/2023;1100;27,4;27,4;24,1;987,5;987,5;986,7;3,4;104;7,6;1968,2;0
ARAPIRACA;13/11/2023;1200;29,6;29,6;26,9;987,3;987,6;987,3;3,6;98;8,7;2595,2;0
ARAPIRACA;13/11/2023;1300;30,1;30,4;28,2;987,1;987,4;987,1;3;105;7,8;2552,7;0
ARAPIRACA;13/11/2023;1400;31,9;32,3;30,1;986,4;987,1;986,4;3,2;86;9,3;3534,7;0
ARAPIRACA;13/11/2023;1500;32,8;33,4;31,7;985,3;986,4;985,3;3,5;104;7,7;3738,5;0
ARAPIRACA;13/11/2023;1600;33,4;33,8;32,5;984,3;985,3;984,3;3,3;112;9;3537,1;0
ARAPIRACA;13/11/2023;1700;33,8;34,6;33,4;983,5;984,3;983,5;2,9;108;8,6;3024,3;0
ARAPIRACA;13/11/2023;1800;34;34,1;32,8;983;983,5;982,9;3,3;120;8,5;2297;0
ARAPIRACA;13/11/2023;1900;30,3;34;30,3;983,3;983,3;983;4,8;126;9,5;1427,7;0
ARAPIRACA;13/11/2023;2000;27,1;30,3;27,1;984,1;984,1;983,2;4,2;112;9,5;475,9;0
ARAPIRACA;13/11/2023;2100;25,3;27,1;25,3;984,6;984,6;984,1;3,8;110;8,9;17,7;0
ARAPIRACA;13/11/2023;2200;24,3;25,3;24,3;985,7;985,7;984,6;3,6;114;8,8;;0
ARAPIRACA;13/11/2023;2300;24;24,3;24;986,4;986,4;985,7;3;100;7,2;;0
ARAPIRACA;14/11/2023;0;23,8;24;23,8;987,1;987,1;986,4;2,5;83;6,4;;0
ARAPIRACA;14/11/2023;100;23,5;23,8;23,5;987;987,1;987;2,9;85;5,8;;0
ARAPIRACA;14/11/2023;200;23,1;23,5;23,1;986,3;987;986,3;2,5;80;5,4;;0
ARAPIRACA;14/11/2023;300;22,9;23,1;22,9;985,8;986,3;985,8;2,5;83;5,8;;0
ARAPIRACA;14/11/2023;400;22,6;23;22,6;985,1;985,8;985,1;2;85;5,1;;0
ARAPIRACA;14/11/2023;500;22,3;22,6;22,3;985,1;985,1;985;1,5;81;4,7;;0
ARAPIRACA;14/11/2023;600;22,4;22,5;22,3;985,1;985,1;984,9;2,1;65;3,9;;0
ARAPIRACA;14/11/2023;700;22,2;22,5;22,2;985,6;985,6;985,1;1,3;40;4;;0
ARAPIRACA;14/11/2023;800;21,7;22,2;21,6;986,1;986,1;985,6;0,6;56;2,6;0,4;0
ARAPIRACA;14/11/2023;900;22,9;23,1;21,7;986,6;986,6;986,1;1,2;98;2,9;149,7;0
ARAPIRACA;14/11/2023;1000;24,5;24,6;22,9;987,4;987,4;986,6;2,6;78;5,3;724,1;0
ARAPIRACA;14/11/2023;1100;26,5;26,7;24,5;987,8;987,8;987,4;4,2;75;8;1208,2;0
ARAPIRACA;14/11/2023;1200;28,4;29,3;26,4;987,6;987,8;987,5;5,2;65;9,2;2293,4;0
ARAPIRACA;14/11/2023;1300;31,3;31,6;28;987;987,6;987;4;73;9,2;2947,8;0
ARAPIRACA;14/11/2023;1400;34;34,4;29,7;986,1;987;986,1;3,4;91;8,9;3110,5;0
ARAPIRACA;14/11/2023;1500;34,2;34,4;31,7;984,8;986,1;984,8;4,1;97;9,1;3279,8;0
ARAPIRACA;14/11/2023;1600;34,2;35,4;33,4;983,6;984,8;983,6;4,4;106;10;3566,8;0
ARAPIRACA;14/11/2023;1700;34,7;35,1;33,3;982,5;983,6;982,5;3,7;125;8,6;2783,3;0
ARAPIRACA;14/11/2023;1800;32,5;35;32;982,2;982,5;982,1;4,8;113;10,3;1719,4;0
ARAPIRACA;14/11/2023;1900;29,7;32,5;29,7;982,4;982,4;982,1;6,5;113;14;1433,3;0
ARAPIRACA;14/11/2023;2000;27,3;29,7;27,3;982,9;983;982,3;5,4;111;14;462,7;0
ARAPIRACA;14/11/2023;2100;25,8;27,3;25,8;983,3;983,3;982,9;4,6;101;10,6;22,3;0
ARAPIRACA;14/11/2023;2200;25,2;25,8;25,2;983,8;983,8;983,3;4,3;95;9,9;;0
ARAPIRACA;14/11/2023;2300;24,8;25,2;24,8;984,8;984,8;983,8;3,7;90;9,5;;0
ARAPIRACA;15/11/2023;0;24,5;24,8;24,5;985,4;985,4;984,8;4,5;83;9,1;;0
ARAPIRACA;15/11/2023;100;24,3;24,5;24,2;985,5;985,6;985,4;4,1;83;8,9;;0
ARAPIRACA;15/11/2023;200;24,1;24,3;24,1;985,2;985,5;985,2;3,7;78;8,4;;0
ARAPIRACA;15/11/2023;300;23,9;24,1;23,9;984,4;985,2;984,4;3,1;76;7,7;;0
ARAPIRACA;15/11/2023;400;23,5;23,9;23,5;983,9;984,4;983,8;2,7;70;6,6;;0
ARAPIRACA;15/11/2023;500;23;23,5;23;983,9;983,9;983,7;2,2;70;5,1;;0
ARAPIRACA;15/11/2023;600;22,6;23;22,6;983,7;983,9;983,7;2,3;53;4,2;;0
ARAPIRACA;15/11/2023;700;22,7;22,8;22,6;984,1;984,1;983,7;2,5;59;5,1;;0
ARAPIRACA;15/11/2023;800;22,6;22,7;22,6;984,8;984,8;984,1;2,1;78;4,1;;0
ARAPIRACA;15/11/2023;900;23,9;23,9;22,5;985,7;985,7;984,8;2,3;59;4,5;183,2;0
ARAPIRACA;15/11/2023;1000;26,5;26,6;24;986,3;986,3;985,7;4,9;61;8,7;1138,6;0
ARAPIRACA;15/11/2023;1100;28,8;29,1;26,5;986,8;986,8;986,3;5,3;83;11,5;1991,4;0
ARAPIRACA;15/11/2023;1200;30,1;30,1;28,4;986,7;986,9;986,6;4,2;87;10,5;1838;0
ARAPIRACA;15/11/2023;1300;32;32,7;30,1;986,4;986,7;986,4;4,3;87;9,9;2840,8;0
ARAPIRACA;15/11/2023;1400;32,2;32,9;30,3;985,6;986,4;985,6;4,1;74;8,7;2154,2;0
ARAPIRACA;15/11/2023;1500;32,9;32,9;31,4;984,9;985,6;984,9;4,5;106;10,4;1947,5;0
ARAPIRACA;15/11/2023;1600;31,4;33,9;31,4;984,2;984,9;984,2;3,9;106;9,5;1983,8;0
ARAPIRACA;15/11/2023;1700;33,3;33,8;31,1;983,4;984,2;983,4;4,9;111;9,9;2620,4;0
ARAPIRACA;15/11/2023;1800;30,5;33,5;30,5;983,2;983,4;983,2;5,2;112;10,5;1559,8;0
ARAPIRACA;15/11/2023;1900;30;31,7;30;983,4;983,4;983,1;4,6;108;10,6;1319,7;0
ARAPIRACA;15/11/2023;2000;27,3;30;27,3;984,1;984,1;983,4;5,3;112;11,2;436,2;0
ARAPIRACA;15/11/2023;2100;25,8;27,3;25,8;984,5;984,5;984,1;4;103;11,2;14,4;0
ARAPIRACA;15/11/2023;2200;25;25,8;25;984,8;984,8;984,5;4,5;88;9,9;;0
ARAPIRACA;15/11/2023;2300;24,5;25;24,5;985,3;985,4;984,8;3,9;83;9,8;;0
ARAPIRACA;16/11/2023;0;24,2;24,5;24,2;985,6;985,7;985,2;3,9;78;9,8;;0
ARAPIRACA;16/11/2023;100;24,1;24,2;24,1;985,4;985,6;985,4;4;78;7,5;;0
ARAPIRACA;16/11/2023;200;24;24,1;24;984,9;985,4;984,9;3,3;80;7,5;;0
ARAPIRACA;16/11/2023;300;23,9;24,2;23,9;984,6;984,9;984,6;3,7;71;7,9;;0
ARAPIRACA;16/11/2023;400;23,4;23,9;23,4;984,2;984,6;984,2;2,6;74;7;;0
ARAPIRACA;16/11/2023;500;23,2;23,4;23,1;983,7;984,2;983,7;3,6;73;6,1;;0
ARAPIRACA;16/11/2023;600;22,8;23,2;22,8;983,8;983,8;983,6;2,5;72;6,2;;0
ARAPIRACA;16/11/2023;700;22,5;22,8;22,5;984,1;984,1;983,7;1,8;80;5,3;;0
ARAPIRACA;16/11/2023;800;21,9;22,5;21,9;984,8;984,8;984,1;1,6;117;3,3;;0
ARAPIRACA;16/11/2023;900;23,1;23,1;21,9;985,3;985,3;984,7;1,6;72;3,3;171,3;0
ARAPIRACA;16/11/2023;1000;26;26;23,1;986;986,1;985,3;4,5;70;9;1124,8;0
ARAPIRACA;16/11/2023;1100;26,3;26,4;25,9;986,5;986,5;986;4;76;9,2;779,5;0
ARAPIRACA;16/11/2023;1200;27,1;27,1;25,7;986,7;986,7;986,4;3,8;71;8,1;914,3;0
ARAPIRACA;16/11/2023;1300;31,2;31,3;27,1;986;986,7;986;4,4;85;10,3;2194,7;0
ARAPIRACA;16/11/2023;1400;31,2;32,2;30,3;985,4;986;985,4;5,1;93;11,5;3158;0
ARAPIRACA;16/11/2023;1500;32,5;33,2;31;984,3;985,4;984,3;5,2;68;11;3638,1;0
ARAPIRACA;16/11/2023;1600;33,8;34,2;32,5;983,6;984,4;983,6;4,8;79;11;3270,9;0
ARAPIRACA;16/11/2023;1700;34,2;34,6;33,1;983;983,6;983;4,6;97;9,8;3028,7;0
ARAPIRACA;16/11/2023;1800;32,8;34,5;31,9;982,6;983;982,6;4,7;102;9,9;2037,8;0
ARAPIRACA;16/11/2023;1900;30,1;32,8;30,1;982,7;982,7;982,5;5,3;103;10,5;1422,8;0
ARAPIRACA;16/11/2023;2000;27,6;30,2;27,6;983,4;983,4;982,7;4,9;111;11,6;482,3;0
ARAPIRACA;16/11/2023;2100;25,9;27,6;25,9;983,8;983,8;983,4;4,4;110;10,2;21,4;0
ARAPIRACA;16/11/2023;2200;25;25,9;25;984,5;984,5;983,8;4,2;99;11,1;;0
ARAPIRACA;16/11/2023;2300;24,6;25,1;24,6;985,2;985,2;984,5;4,6;94;9,5;;0
ARAPIRACA;17/11/2023;0;24,1;24,6;24,1;985,7;985,7;985,2;4,1;82;9,5;;0
ARAPIRACA;17/11/2023;100;23,8;24,1;23,8;985,9;985,9;985,5;3,6;80;9,4;;0
ARAPIRACA;17/11/2023;200;23,8;23,8;23,8;985,6;985,9;985,6;3,9;78;8,6;;0
ARAPIRACA;17/11/2023;300;23,6;23,8;23,6;984,9;985,6;984,9;4,1;73;8,5;;0
ARAPIRACA;17/11/2023;400;23,2;23,6;23,2;984,5;984,9;984,5;2,9;80;7,4;;0
ARAPIRACA;17/11/2023;500;22,9;23,2;22,9;984,4;984,7;984,4;2,9;71;5,6;;0
ARAPIRACA;17/11/2023;600;22,6;22,9;22,6;984,7;984,7;984,4;1,7;73;4,9;;0
ARAPIRACA;17/11/2023;700;22,2;22,7;22,2;984,8;984,8;984,6;1,6;85;3,3;;0
ARAPIRACA;17/11/2023;800;21,9;22,2;21,7;985,1;985,1;984,8;2;65;3,6;0,3;0
ARAPIRACA;17/11/2023;900;23,7;23,7;21,8;985,7;985,7;985,1;3,6;66;6;188,5;0
ARAPIRACA;17/11/2023;1000;25,7;25,7;23,7;986,3;986,3;985,7;5,3;75;10,2;989;0
ARAPIRACA;17/11/2023;1100;28,2;28,2;25,7;986,8;986,8;986,3;6,5;72;12,7;1968,2;0
ARAPIRACA;17/11/2023;1200;29,2;30,1;28,2;987;987;986,7;5,3;78;11,4;2704,5;0
ARAPIRACA;17/11/2023;1300;30,9;31,4;29,1;986,2;987;986,2;5,2;67;10,2;2502,7;0
ARAPIRACA;17/11/2023;1400;33,2;33,4;30,9;985,2;986,2;985,2;4,7;70;10,6;3694,8;0
ARAPIRACA;17/11/2023;1500;34,3;34,3;32,8;984,3;985,2;984,3;4,4;66;10,2;3515,2;0
ARAPIRACA;17/11/2023;1600;35,2;35,5;33,7;983,4;984,3;983,4;3,9;97;9,5;3421,6;0
ARAPIRACA;17/11/2023;1700;35,2;35,7;34,7;982,5;983,4;982,5;4;96;8,7;2982,8;0
ARAPIRACA;17/11/2023;1800;34,4;35,7;34,1;982,4;982,6;982,3;5,2;112;9,7;2158,2;0
ARAPIRACA;17/11/2023;1900;30,7;34,4;30,7;982,9;982,9;982,4;5,6;112;11,2;1339,7;0
ARAPIRACA;17/11/2023;2000;27,7;30,7;27,7;983,2;983,2;982,9;5,5;109;10,6;494;0
ARAPIRACA;17/11/2023;2100;25,8;27,7;25,8;983,8;983,8;983,2;4,4;111;11;29,2;0
ARAPIRACA;17/11/2023;2200;24,8;25,8;24,8;984,6;984,6;983,8;4,3;97;10,2;;0
ARAPIRACA;17/11/2023;2300;24,3;24,8;24,3;985,5;985,5;984,6;4,2;91;8,9;;0
ARAPIRACA;18/11/2023;0;24;24,3;24;985,9;985,9;985,5;4,3;88;9,4;;0
ARAPIRACA;18/11/2023;100;23,6;24;23,6;986,1;986,2;985,9;3,7;88;9;;0
ARAPIRACA;18/11/2023;200;23,2;23,6;23,2;985,8;986,2;985,8;2,9;77;7;;0
ARAPIRACA;18/11/2023;300;23;23,2;23;985,1;985,8;985,1;3,1;78;7,1;;0
ARAPIRACA;18/11/2023;400;22,7;23;22,7;984,9;985,1;984,8;3,2;78;7,1;;0
ARAPIRACA;18/11/2023;500;22,5;22,7;22,5;984,6;984,9;984,5;2,5;75;7,1;;0
ARAPIRACA;18/11/2023;600;22;22,5;22;984,8;984,8;984,6;1,7;51;4,5;;0
ARAPIRACA;18/11/2023;700;21,8;22;21,8;985,3;985,3;984,7;1,5;55;3,6;;0
ARAPIRACA;18/11/2023;800;22,1;22,1;21,8;985,9;985,9;985,3;2,5;57;4,6;0,2;0
ARAPIRACA;18/11/2023;900;23,2;23,2;22,1;986,5;986,5;985,9;2,1;38;5,5;201;0
ARAPIRACA;18/11/2023;1000;25,2;25,4;23,2;987;987,1;986,5;4;46;8,8;979,5;0
ARAPIRACA;18/11/2023;1100;27,3;27,4;25,1;987,5;987,5;987;3,7;43;8,9;1353,1;0
ARAPIRACA;18/11/2023;1200;29,8;30;27,3;987,7;987,7;987,5;5,3;70;9,8;2931,3;0
ARAPIRACA;18/11/2023;1300;31,8;31,8;29,3;987;987,7;987;3,3;85;9,8;2857,7;0
ARAPIRACA;18/11/2023;1400;31,9;33,4;31,8;986,2;987;986,2;4,6;73;10,1;3604,7;0
ARAPIRACA;18/11/2023;1500;33,5;34,3;31,9;985,4;986,3;985,4;4,6;81;9,3;3281,1;0
ARAPIRACA;18/11/2023;1600;35,3;35,6;32,8;984,6;985,4;984,6;3,3;99;9,4;3382,1;0
ARAPIRACA;18/11/2023;1700;32,7;35,2;32,7;983,7;984,6;983,7;4,5;88;9,5;2466,9;0
ARAPIRACA;18/11/2023;1800;32,5;34,7;31,9;983,5;983,7;983,3;4,9;85;9,3;1934;0
ARAPIRACA;18/11/2023;1900;31;32,7;30,9;983,7;983,7;983,4;4,5;99;9,4;1410;0
ARAPIRACA;18/11/2023;2000;28,2;31;28,2;984;984;983,7;4,5;97;10,1;480,7;0
ARAPIRACA;18/11/2023;2100;26,5;28,2;26,5;984,6;984,6;984;3,8;100;9,3;22,1;0
ARAPIRACA;18/11/2023;2200;25,3;26,5;25,3;985,5;985,5;984,6;2,5;115;9,1;;0
ARAPIRACA;18/11/2023;2300;24,6;25,3;24,6;986,3;986,3;985,5;2,9;101;6,6;;0
ARAPIRACA;19/11/2023;0;24,3;24,6;24,3;987,1;987,1;986,3;4;98;7,6;;0
ARAPIRACA;19/11/2023;100;23,9;24,3;23,9;987,1;987,3;987;3,8;95;7,6;;0
ARAPIRACA;19/11/2023;200;23,5;23,9;23,5;986,7;987,1;986,7;3,5;82;8,6;;0
ARAPIRACA;19/11/2023;300;23,2;23,5;23,2;986;986,7;986;3,6;82;6,8;;0
ARAPIRACA;19/11/2023;400;22,8;23,2;22,8;985,4;986;985,4;3,1;75;5,7;;0
ARAPIRACA;19/11/2023;500;22,7;22,8;22,7;985,3;985,4;985,1;2,8;56;7,2;;0
ARAPIRACA;19/11/2023;600;22,6;22,8;22,6;985,1;985,4;985,1;3;66;7;;0
ARAPIRACA;19/11/2023;700;22,2;22,6;22,2;985,3;985,3;985,1;1,7;48;5,7;;0
ARAPIRACA;19/11/2023;800;21,8;22,2;21,8;985,3;985,4;985,1;1,8;58;4,7;;0
ARAPIRACA;19/11/2023;900;23,3;23,3;21,8;986,4;986,4;985,3;2,3;65;5,2;196,3;0
ARAPIRACA;19/11/2023;1000;25,6;25,6;23,3;986,9;987;986,4;4;68;7,9;1105,9;0
ARAPIRACA;19/11/2023;1100;27,6;27,8;25,6;987;987,1;986,9;5;66;9,5;1802,4;0
ARAPIRACA;19/11/2023;1200;30,7;30,7;27,4;986,6;987;986,6;3,4;58;8,6;2540,4;0
ARAPIRACA;19/11/2023;1300;32;32;30,2;986,2;986,6;986,2;4,1;69;9,2;3320,2;0
ARAPIRACA;19/11/2023;1400;33,4;33,7;31,5;985,8;986,3;985,7;3,1;78;7,5;3653,9;0
