LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s)
CORURIPE;02/02/2024;1900;28,6;29,8;28,5;1003,2;1003,3;1003,1;3,7;101;8,5
CORURIPE;02/02/2024;2000;28,4;28,8;28,2;1003,3;1003,4;1003,1;2,8;99;7,7
CORURIPE;02/02/2024;2100;27,2;28,4;27,2;1003,8;1003,8;1003,3;3;100;7,7
CORURIPE;02/02/2024;2200;26,5;27,2;26,5;1004,3;1004,3;1003,7;2,7;97;7,3
CORURIPE;02/02/2024;2300;26,1;26,5;26,1;1004,9;1004,9;1004,3;1,8;96;7,3
CORURIPE;03/02/2024;0;25,5;26,1;25,4;1005,3;1005,3;1004,8;1,4;97;4,2
CORURIPE;03/02/2024;100;25,7;25,8;25,5;1005,5;1005,5;1005,3;1,5;96;3,8
CORURIPE;03/02/2024;200;25,7;25,7;25,5;1005,2;1005,5;1005,2;1,6;95;4
CORURIPE;03/02/2024;300;25,1;25,7;25,1;1005,3;1005,4;1005,2;0,9;89;3,5
CORURIPE;03/02/2024;400;25,5;25,5;25;1004,8;1005,3;1004,8;1,6;101;3,1
CORURIPE;03/02/2024;500;25,4;25,5;25,4;1004,2;1004,8;1004,2;1,8;109;4,6
CORURIPE;03/02/2024;600;25,3;25,4;25,3;1004,2;1004,2;1004;1,4;106;4,5
CORURIPE;03/02/2024;700;25,4;25,4;25,3;1004,7;1004,7;1004,2;1,7;112;4,3
CORURIPE;03/02/2024;800;25,1;25,4;25,1;1005,1;1005,1;1004,6;1,3;108;3,4
CORURIPE;03/02/2024;900;25,8;25,8;25,1;1005,7;1005,7;1005,1;1,2;102;2,5
CORURIPE;03/02/2024;1000;27,6;27,6;25,8;1006,1;1006,1;1005,7;1,3;94;2,7
CORURIPE;03/02/2024;1100;28,5;28,5;27,5;1006,4;1006,4;1006;2,9;103;6,7
CORURIPE;03/02/2024;1200;29,8;30,1;28;1006,7;1006,7;1006,3;2,7;99;7,4
CORURIPE;03/02/2024;1300;31,1;31,1;29,4;1006,4;1006,7;1006,4;3;95;7,3
CORURIPE;03/02/2024;1400;30,6;31,5;30,1;1006;1006,5;1005,9;3,6;120;8
CORURIPE;03/02/2024;1500;32;32,2;30,6;1005,4;1006;1005,4;3,2;98;8,3
CORURIPE;03/02/2024;1600;31,2;32,9;31,1;1004,7;1005,4;1004,7;3,7;120;7,9
CORURIPE;03/02/2024;1700;31,2;32,4;30,7;1004,1;1004,7;1004,1;3,1;117;7,8
CORURIPE;03/02/2024;1800;30,7;31,6;30,1;1003,6;1004,1;1003,6;3,7;126;7,6
CORURIPE;03/02/2024;1900;29,3;31,1;29,3;1003,6;1003,6;1003,4;4,7;151;8,5
CORURIPE;03/02/2024;2000;28,6;29,7;28,6;1004;1004;1003,6;4,2;147;8,6
CORURIPE;03/02/2024;2100;27,9;28,6;27,8;1004,5;1004,5;1004;3,6;150;7,3
CORURIPE;03/02/2024;2200;27,3;27,9;27,3;1005;1005;1004,5;2,3;151;5,7
CORURIPE;03/02/2024;2300;27,1;27,3;27;1005,6;1005,6;1004,9;2,3;151;4,4
CORURIPE;04/02/2024;0;27;27,1;26,9;1006,1;1006,2;1005,6;2,3;156;4,6
CORURIPE;04/02/2024;100;26,7;27;26,7;1006,2;1006,2;1006,1;2,5;141;4,9
CORURIPE;04/02/2024;200;26,6;26,8;26,6;1005,8;1006,2;1005,8;2,4;126;5,5
CORURIPE;04/02/2024;300;26,5;26,9;26,5;1005,3;1005,8;1005,3;2,6;115;5,2
CORURIPE;04/02/2024;400;26,4;26,5;26,3;1004,4;1005,3;1004,4;2,1;127;5,2
CORURIPE;04/02/2024;500;25,9;26,4;25,8;1004;1004,4;1004;1,7;108;4,5
CORURIPE;04/02/2024;600;25,9;26;25,8;1004,1;1004,1;1003,9;1,7;114;4
CORURIPE;04/02/2024;700;25,2;26;25,2;1004,4;1004,5;1004,1;3;96;6,8
CORURIPE;04/02/2024;800;24,3;25,2;24;1004,7;1004,7;1004,3;1;40;6,8
CORURIPE;04/02/2024;900;24,8;24,9;24,3;1005;1005;1004,7;0,5;39;1,8
CORURIPE;04/02/2024;1000;26,5;26,5;24,7;1005,5;1005,5;1005;0,7;85;1,7
CORURIPE;04/02/2024;1100;27,3;28;26,2;1006;1006;1005,5;1,9;74;3,6
CORURIPE;04/02/2024;1200;29,4;29,4;26,5;1006;1006,2;1006;2,1;96;4,5
CORURIPE;04/02/2024;1300;29,9;30;28,9;1005,7;1006;1005,7;2,5;95;5,4
CORURIPE;04/02/2024;1400;30,4;30,4;29,2;1005,3;1005,7;1005,3;2,6;94;5
CORURIPE;04/02/2024;1500;30,5;31,3;30,3;1004,7;1005,4;1004,7;2,9;90;7,1
CORURIPE;04/02/2024;1600;31,3;31,7;30,4;1003,8;1004,7;1003,8;3,4;97;7,1
CORURIPE;04/02/2024;1700;31,3;31,9;30,8;1003,4;1003,8;1003,3;2,7;106;8,1
CORURIPE;04/02/2024;1800;30,7;31,6;30,4;1002,9;1003,4;1002,8;3,5;113;7,7
CORURIPE;04/02/2024;1900;29,9;31,2;29,9;1003;1003;1002,9;3,1;114;7,7
CORURIPE;04/02/2024;2000;28,8;30;28,7;1003,2;1003,3;1003;2;111;6,4
CORURIPE;04/02/2024;2100;27,7;28,8;27,7;1003,8;1003,8;1003,2;1,7;120;5,7
CORURIPE;04/02/2024;2200;27;27,7;27;1004,2;1004,2;1003,8;1,7;111;3,9
CORURIPE;04/02/2024;2300;26,7;27;26,7;1004,7;1004,7;1004,2;1,3;109;4
CORURIPE;05/02/2024;0;26,6;26,7;26,5;1005;1005;1004,7;1,4;106;2,5
CORURIPE;05/02/2024;100;26,2;26,6;26,2;1005,2;1005,2;1005;1,1;109;3,3
CORURIPE;05/02/2024;200;26,2;26,6;26,2;1005,1;1005,3;1005;0,9;78;2,7
CORURIPE;05/02/2024;300;25,5;26,2;25,5;1004,4;1005,1;1004,4;0,9;93;2,2
CORURIPE;05/02/2024;400;25,5;25,6;25,5;1003,7;1004,4;1003,7;0,9;89;2
CORURIPE;05/02/2024;500;25,4;25,5;25,4;1003,4;1003,7;1003,4;0,8;101;2,6
CORURIPE;05/02/2024;600;25,2;25,4;25,2;1003,5;1003,5;1003,4;0,9;90;2,2
CORURIPE;05/02/2024;700;25,1;25,2;25,1;1003,8;1003,8;1003,5;0,7;73;1,7
CORURIPE;05/02/2024;800;25,2;25,2;25,1;1004,2;1004,2;1003,8;0,9;73;1,8
CORURIPE;05/02/2024;900;25,6;25,7;25,2;1004,6;1004,6;1004,2;0,9;58;1,8
CORURIPE;05/02/2024;1000;26,5;26,5;25,4;1005;1005;1004,6;0,8;70;1,8
CORURIPE;05/02/2024;1100;28,3;28,4;26,5;1005,5;1005,5;1005;3,2;112;6,2
CORURIPE;05/02/2024;1200;29,7;30,4;28,3;1005,4;1005,6;1005,4;3,9;116;8,9
CORURIPE;05/02/2024;1300;31,1;31,2;27,7;1005,3;1005,6;1005,2;3,2;110;9,8
CORURIPE;05/02/2024;1400;31,1;31,6;30,4;1005,2;1005,3;1005,1;3;100;8,8
CORURIPE;05/02/2024;1500;30,8;31,8;30,5;1004,8;1005,2;1004,8;3,6;111;8,9
CORURIPE;05/02/2024;1600;32;32,4;30,8;1004;1004,8;1004;3,6;101;8,8
CORURIPE;05/02/2024;1700;31,5;32,4;30,5;1003,5;1004;1003,5;4,3;118;8,2
CORURIPE;05/02/2024;1800;31,2;31,8;30,6;1003,2;1003,5;1003,1;4,2;118;9,1
CORURIPE;05/02/2024;1900;30,4;31,5;30,2;1003,2;1003,2;1003,1;3,7;113;7,9
CORURIPE;05/02/2024;2000;29,1;30,4;29;1003,1;1003,2;1003;4,4;126;8,6
CORURIPE;05/02/2024;2100;27,8;29,1;27,8;1003,5;1003,5;1003,1;2,4;98;7,3
CORURIPE;05/02/2024;2200;27,2;27,9;27,2;1003,9;1003,9;1003,5;2,4;110;5,6
CORURIPE;05/02/2024;2300;26,8;27,2;26,8;1004,4;1004,4;1003,9;1,2;99;4
CORURIPE;06/02/2024;0;26,6;26,8;26,6;1005;1005;1004,4;1,8;106;3,5
CORURIPE;06/02/2024;100;26;26,6;26;1005,1;1005,1;1004,9;0,8;97;3,2
CORURIPE;06/02/2024;200;26,2;26,2;25,9;1005,2;1005,3;1005,1;0,6;95;2,5
CORURIPE;06/02/2024;300;25,8;26,5;25,8;1005,2;1005,2;1005,1;0,9;205;2,2
CORURIPE;06/02/2024;400;26,1;26,1;25,8;1004,6;1005,2;1004,6;1;133;1,5
CORURIPE;06/02/2024;500;25,7;26,1;25,5;1004,3;1004,6;1004,3;0,6;121;1,5
CORURIPE;06/02/2024;600;25,3;25,8;25,2;1004,1;1004,3;1003,9;0,6;71;1,2
CORURIPE;06/02/2024;700;25,2;25,4;25,1;1004,2;1004,2;1004,1;0,7;43;2
CORURIPE;06/02/2024;800;24,8;25,3;24,7;1004,8;1004,8;1004,2;0,6;344;2,3
CORURIPE;06/02/2024;900;24,9;25;24,7;1005,3;1005,3;1004,8;1,3;359;2,7
CORURIPE;06/02/2024;1000;27,5;27,5;24,9;1006;1006,1;1005,3;1,2;14;2,3
CORURIPE;06/02/2024;1100;28,7;29,2;27,3;1006,9;1006,9;1006;2;86;4,5
CORURIPE;06/02/2024;1200;29,2;30,5;28,4;1007;1007;1006,8;1,9;98;4,8
CORURIPE;06/02/2024;1300;31,3;31,7;29,1;1006,5;1007;1006,5;2,3;93;5,7
CORURIPE;06/02/2024;1400;31,9;32,1;29,5;1006,2;1006,6;1006,2;2,5;110;5,9
CORURIPE;06/02/2024;1500;32;33;31,5;1005,6;1006,3;1005,6;3,9;88;8,1
CORURIPE;06/02/2024;1600;32,6;32,8;31,9;1004,9;1005,6;1004,9;3,4;107;8
CORURIPE;06/02/2024;1700;32,2;32,9;31,9;1004,3;1004,9;1004,3;4;111;8,6
CORURIPE;06/02/2024;1800;31,2;32,9;31,2;1003,8;1004,3;1003,8;3,8;104;9,2
CORURIPE;06/02/2024;1900;30,5;31,6;30,3;1004;1004;1003,7;4,2;121;8,4
CORURIPE;06/02/2024;2000;29,3;30,7;29,3;1004,3;1004,3;1004;3,7;104;8,5
CORURIPE;06/02/2024;2100;28,2;29,4;28,2;1004,9;1004,9;1004,3;2,7;111;7,6
CORURIPE;06/02/2024;2200;27,7;28,2;27,7;1005,3;1005,3;1004,9;1,7;103;6,2
CORURIPE;06/02/2024;2300;27,5;27,7;27,5;1005,6;1005,6;1005,3;1,8;98;5,1
CORURIPE;07/02/2024;0;27,3;27,6;27,2;1005,9;1006;1005,6;2;101;5
CORURIPE;07/02/2024;100;26,9;27,4;26,9;1006,2;1006,3;1005,9;1,6;91;4,6
CORURIPE;07/02/2024;200;26,5;26,9;26,5;1006;1006,4;1006;1,2;87;3,7
CORURIPE;07/02/2024;300;26,1;26,5;26,1;1004,9;1006;1004,9;1,1;88;2,9
CORURIPE;07/02/2024;400;26;26,2;25,9;1004,3;1004,9;1004,3;0,7;75;2,5
CORURIPE;07/02/2024;500;25,7;26;25,7;1003,6;1004,3;1003,6;0,9;65;1,7
CORURIPE;07/02/2024;600;25,6;25,8;25,5;1003,4;1003,6;1003,3;0,5;91;1,7
CORURIPE;07/02/2024;700;25,4;25,6;25,4;1003,5;1003,6;1003,3;0,4;86;1,5
CORURIPE;07/02/2024;800;25,4;25,4;25,3;1003,7;1003,8;1003,5;0,8;18;1,6
CORURIPE;07/02/2024;900;25,4;25,5;25,3;1004;1004;1003,7;1,2;351;1,7
CORURIPE;07/02/2024;1000;27;27;25,4;1004,7;1004,7;1004;1,3;347;2,2
CORURIPE;07/02/2024;1100;28,8;28,8;27;1005;1005,1;1004,7;1,8;40;4
CORURIPE;07/02/2024;1200;30,4;31,4;28,8;1005,1;1005,3;1005;2,6;66;5,7
CORURIPE;07/02/2024;1300;32;32,4;29,9;1004,9;1005,2;1004,8;2,4;73;6,2
CORURIPE;07/02/2024;1400;32,7;33,6;31,9;1004,3;1004,9;1004,3;3,5;99;7,4
CORURIPE;07/02/2024;1500;33,1;33,4;32,5;1003,7;1004,3;1003,7;3,5;103;9
CORURIPE;07/02/2024;1600;33;33,7;32,7;1003,2;1003,7;1003,2;4,1;94;8,9
CORURIPE;07/02/2024;1700;31,6;33,4;31,3;1002,7;1003,3;1002,7;4;98;8,9
CORURIPE;07/02/2024;1800;31,5;32,2;31,2;1002,4;1002,7;1002,4;3,5;94;8,5
CORURIPE;07/02/2024;1900;30,7;31,8;30,5;1002,3;1002,4;1002,1;3,5;93;8,8
CORURIPE;07/02/2024;2000;29,2;30,7;29,2;1002,6;1002,6;1002,3;3,4;91;8,3
CORURIPE;07/02/2024;2100;28,2;29,3;28,2;1003,1;1003,1;1002,6;3,2;92;7,5
CORURIPE;07/02/2024;2200;27,6;28,3;27,6;1003,4;1003,4;1003,1;3;76;6,9
CORURIPE;07/02/2024;2300;27,2;27,6;27,2;1004;1004;1003,4;2,5;70;6,9
CORURIPE;08/02/2024;0;27;27,2;27;1004,9;1004,9;1004;2,1;71;6,3
CORURIPE;08/02/2024;100;26,7;27;26,6;1005,2;1005,3;1004,9;1,4;64;4,6
CORURIPE;08/02/2024;200;26,6;26,7;26,5;1004,9;1005,3;1004,9;1,6;51;3,7
CORURIPE;08/02/2024;300;26,2;26,6;26,2;1004,2;1004,9;1004,2;1,6;59;3,7
CORURIPE;08/02/2024;400;25,9;26,2;25,9;1003,6;1004,2;1003,6;1,3;55;2,9
CORURIPE;08/02/2024;500;25,4;25,9;25,4;1002,8;1003,6;1002,8;0,9;88;2,9
CORURIPE;08/02/2024;600;25,2;25,5;25,1;1002,7;1002,9;1002,6;1;63;2,5
CORURIPE;08/02/2024;700;25;25,4;25;1002,8;1002,8;1002,5;0,9;37;2,4
CORURIPE;08/02/2024;800;25,1;25,3;25;1003;1003;1002,8;0,8;37;2,9
CORURIPE;08/02/2024;900;25;25,2;25;1003,5;1003,6;1003;0,6;51;2,2
CORURIPE;08/02/2024;1000;27;27;25;1003,9;1003,9;1003,5;1,9;59;3,7
CORURIPE;08/02/2024;1100;29,5;29,6;27;1004,4;1004,4;1003,9;3,1;62;6,5
CORURIPE;08/02/2024;1200;31,5;31,5;29,4;1004,7;1004,8;1004,4;4,3;61;9,1
CORURIPE;08/02/2024;1300;32,3;32,3;31,1;1004,2;1004,7;1004,1;4,3;67;8,6
CORURIPE;08/02/2024;1400;32,7;33,3;32,2;1003,9;1004,3;1003,9;3,6;80;8,6
CORURIPE;08/02/2024;1500;32,9;33,7;32,5;1003,2;1003,9;1003,2;4,4;104;10,1
CORURIPE;08/02/2024;1600;32,9;33,3;32,2;1002,5;1003,2;1002,4;4,4;96;11,1
CORURIPE;08/02/2024;1700;32,1;33,4;31,9;1002,2;1002,5;1002,1;3,9;101;11,1
CORURIPE;08/02/2024;1800;31,7;32,8;31,6;1001,5;1002,2;1001,5;4;92;9,2
CORURIPE;08/02/2024;1900;30,5;31,6;30,4;1001,4;1001,6;1001,3;4;93;10,9
CORURIPE;08/02/2024;2000;29,2;30,5;29,2;1001,9;1001,9;1001,4;3,6;88;9,8
CORURIPE;08/02/2024;2100;28,1;29,3;28,1;1002;1002,1;1001,9;3,8;89;8,6
CORURIPE;08/02/2024;2200;27,5;28,2;27,5;1002,5;1002,5;1002;2,8;79;8,5
CORURIPE;08/02/2024;2300;27,5;27,6;27,4;1003,5;1003,5;1002,5;2,7;65;7,9
CORURIPE;09/02/2024;0;27,1;27,5;27,1;1004,4;1004,4;1003,5;2,5;64;6,6
CORURIPE;09/02/2024;100;26,8;27,2;26,8;1004,9;1004,9;1004,5;2,3;68;5,5
CORURIPE;09/02/2024;200;26,9;26,9;26,7;1004,8;1004,9;1004,7;2,1;64;5
CORURIPE;09/02/2024;300;26,5;26,9;26,4;1004,3;1004,8;1004,3;1,8;70;4,9
CORURIPE;09/02/2024;400;26,5;26,7;26,4;1003,6;1004,3;1003,6;1,1;50;3,9
CORURIPE;09/02/2024;500;26;26,5;26;1003;1003,6;1003;1,4;51;3,2
CORURIPE;09/02/2024;600;25,6;26;25,6;1002,8;1003,1;1002,8;1,3;58;3,1
CORURIPE;09/02/2024;700;25,1;25,6;25,1;1003,1;1003,1;1002,8;1,1;83;2,6
CORURIPE;09/02/2024;800;25;25,2;25;1003,3;1003,3;1003;1,2;25;2,9
CORURIPE;09/02/2024;900;25,3;25,3;25;1003,6;1003,6;1003,3;1,2;64;2,6
CORURIPE;09/02/2024;1000;27,6;27,6;25,3;1004,3;1004,3;1003,6;1,5;68;3
CORURIPE;09/02/2024;1100;29,5;29,5;27,6;1004,6;1004,6;1004,3;3,5;50;7
CORURIPE;09/02/2024;1200;31,4;31,8;29,5;1004,9;1005;1004,5;3,5;67;8,6
CORURIPE;09/02/2024;1300;32,4;33;30,2;1005;1005,1;1004,9;4,3;84;9,8
CORURIPE;09/02/2024;1400;32,3;33,3;31,5;1004,6;1005,1;1004,6;4,1;86;9,8
CORURIPE;09/02/2024;1500;32,3;33,3;31,9;1003,8;1004,6;1003,8;4,7;88;10,8
CORURIPE;09/02/2024;1600;32,4;33,2;32,2;1003,2;1003,8;1003,2;5,1;96;11,4
CORURIPE;09/02/2024;1700;31,9;33;31,8;1002,9;1003,3;1002,8;4,9;91;10,5
CORURIPE;09/02/2024;1800;31,6;32,4;31,2;1002,1;1002,9;1002,1;4,9;89;11,7
CORURIPE;09/02/2024;1900;30,8;31,6;30,4;1002,2;1002,2;1002;4,2;94;10,4
CORURIPE;09/02/2024;2000;29,1;30,9;29,1;1002,7;1002,7;1002,1;3,8;95;9,9
CORURIPE;09/02/2024;2100;28,2;29,1;28,2;1003,3;1003,3;1002,7;3,7;92;9,8
CORURIPE;09/02/2024;2200;28;28,2;27,9;1003,9;1003,9;1003,2;3,2;86;9,3
CORURIPE;09/02/2024;2300;27,7;28;27,7;1004,6;1004,6;1003,9;3,5;76;8,5
CORURIPE;10/02/2024;0;27,6;27,8;27,6;1005,1;1005,2;1004,6;2,8;63;7,2
CORURIPE;10/02/2024;100;27,5;27,6;27,4;1005,7;1005,7;1005,1;2,2;66;6
CORURIPE;10/02/2024;200;27,1;27,5;27,1;1005;1005,7;1005;2,3;78;5,4
CORURIPE;10/02/2024;300;26,8;27,2;26,8;1004,6;1005,1;1004,6;1,8;69;5,3
CORURIPE;10/02/2024;400;26,8;26,8;26,7;1003,9;1004,6;1003,9;1,7;54;4,2
CORURIPE;10/02/2024;500;26,6;26,8;26,6;1003,5;1003,9;1003,5;1,7;78;4,5
CORURIPE;10/02/2024;600;26,5;26,8;26,5;1003,6;1003,7;1003,5;1,2;59;3,7
CORURIPE;10/02/2024;700;26,6;26,7;26,5;1003,9;1003,9;1003,6;1,2;91;3,3
CORURIPE;10/02/2024;800;26,8;26,8;26,5;1004,1;1004,1;1003,8;1,6;97;4,3
CORURIPE;10/02/2024;900;25,7;26,9;25,7;1004,6;1004,6;1004,1;1,5;85;5,6
CORURIPE;10/02/2024;1000;26,7;26,7;25,7;1005,6;1005,6;1004,6;0,9;96;3,5
CORURIPE;10/02/2024;1100;28,2;28,2;26,7;1005,8;1005,8;1005,6;2,4;84;5
CORURIPE;10/02/2024;1200;29,2;29,3;26,9;1006,5;1006,5;1005,8;3,3;93;8,9
CORURIPE;10/02/2024;1300;30,2;30,4;28,9;1006,5;1006,6;1006,2;3,5;93;9
CORURIPE;10/02/2024;1400;32,1;32,4;30,1;1006,1;1006,5;1006,1;3,6;93;8,8
CORURIPE;10/02/2024;1500;32,1;32,6;31,2;1005,6;1006,2;1005,5;4,2;103;8,9
CORURIPE;10/02/2024;1600;32;32,7;31,1;1005,1;1005,6;1005,1;3,6;96;9,3
CORURIPE;10/02/2024;1700;31,4;32,1;31,3;1004,6;1005,1;1004,6;3,5;89;9,5
CORURIPE;10/02/2024;1800;30,8;32,2;30,6;1004,2;1004,6;1004,2;4,1;121;8,7
CORURIPE;10/02/2024;1900;25,5;31,3;24,2;1004,4;1004,7;1003,9;2,3;121;11,1
CORURIPE;10/02/2024;2000;26,3;26,4;25,3;1004,6;1004,6;1004,3;1;89;5
CORURIPE;10/02/2024;2100;26,7;26,8;26,1;1004,9;1004,9;1004,5;1,1;94;2,6
CORURIPE;10/02/2024;2200;26,6;26,8;26,5;1005,3;1005,3;1004,8;1,2;95;3,1
CORURIPE;10/02/2024;2300;26,3;26,8;26,3;1006,1;1006,1;1005,3;1,3;42;3,1
CORURIPE;11/02/2024;0;25,9;26,4;25,9;1006,5;1006,5;1006,1;1,1;9;2,8
CORURIPE;11/02/2024;100;25,9;26,1;25,8;1006,8;1006,9;1006,5;0,7;40;1,6
CORURIPE;11/02/2024;200;26,1;26,3;25,8;1006,6;1006,9;1006,6;0,7;64;1,4
CORURIPE;11/02/2024;300;26,3;26,3;26;1006;1006,6;1006;1,1;108;2,4
CORURIPE;11/02/2024;400;26,4;26,5;26,3;1005,2;1006;1005,1;0,6;65;1,9
CORURIPE;11/02/2024;500;26;26,5;26;1004,5;1005,1;1004,5;1;306;1,7
CORURIPE;11/02/2024;600;25,6;26,1;25,4;1004,5;1004,5;1004,4;1;75;4,7
CORURIPE;11/02/2024;700;24,8;25,8;24,8;1004,4;1004,7;1004,1;1,2;120;3,7
CORURIPE;11/02/2024;800;24,5;25,2;24,4;1005;1005,2;1004,4;1,1;35;5,3
CORURIPE;11/02/2024;900;22,8;24,5;22,8;1005,4;1005,6;1004,9;2,2;16;5,4
CORURIPE;11/02/2024;1000;23,8;23,8;22,7;1005,4;1005,5;1005,2;1;85;4,4
CORURIPE;11/02/2024;1100;27,3;27,3;23,6;1006,2;1006,2;1005,2;1,5;74;4,6
CORURIPE;11/02/2024;1200;27,3;27,9;26,8;1007;1007,1;1006,2;1,4;4;4,3
CORURIPE;11/02/2024;1300;28,5;28,8;26,8;1006,3;1007;1006,2;1,1;39;3,4
CORURIPE;11/02/2024;1400;28,5;29,2;28,1;1006,4;1006,6;1006,2;2,1;116;4,6
CORURIPE;11/02/2024;1500;28,8;29,7;28,4;1005,9;1006,5;1005,9;2,6;83;5,3
CORURIPE;11/02/2024;1600;29,1;29,3;28,5;1005,3;1006;1005,3;2,5;99;7
CORURIPE;11/02/2024;1700;29;29,3;28,7;1004,9;1005,4;1004,9;2,2;110;7,1
CORURIPE;11/02/2024;1800;28,2;29,3;28,1;1004,4;1005;1004,4;3;100;6,9
CORURIPE;11/02/2024;1900;28,6;28,9;28,2;1004,2;1004,5;1004,1;2,7;111;6,9
CORURIPE;11/02/2024;2000;28,4;28,8;28,3;1004,4;1004,4;1004,1;2,8;110;6,8
CORURIPE;11/02/2024;2100;27,5;28,4;27,5;1004,9;1005;1004,4;3,4;120;6,8
CORURIPE;11/02/2024;2200;26,8;27,4;26,8;1005,2;1005,2;1004,8;1,6;74;6,5
CORURIPE;11/02/2024;2300;26,6;26,8;26,5;1005,7;1005,7;1005,2;0,8;96;3,4
CORURIPE;12/02/2024;0;26,5;26,7;26,5;1006,2;1006,3;1005,7;1,2;113;2,9
CORURIPE;12/02/2024;100;26,5;26,6;26,3;1006,5;1006,5;1006,2;1,4;117;3
CORURIPE;12/02/2024;200;26,5;26,6;26,3;1006,3;1006,6;1006,3;2,3;120;4,3
CORURIPE;12/02/2024;300;26,4;26,6;26,4;1005,9;1006,3;1005,8;1,8;115;5,3
CORURIPE;12/02/2024;400;26,2;26,4;26,2;1005,3;1005,9;1005,3;1,8;111;4,2
CORURIPE;12/02/2024;500;26;26,2;26;1004,5;1005,3;1004,5;1;102;3,6
CORURIPE;12/02/2024;600;25;26;25;1004,4;1004,7;1004,3;0,5;187;5,8
CORURIPE;12/02/2024;700;25,4;25,4;25;1004,3;1004,4;1004,1;1,1;150;2
CORURIPE;12/02/2024;800;26,5;26,5;25,4;1004,4;1004,4;1004,2;2,5;138;3,8
CORURIPE;12/02/2024;900;25,2;26,6;24,7;1005;1005;1004,4;2,3;117;10,6
CORURIPE;12/02/2024;1000;27,6;27,6;25,1;1005,4;1005,4;1005;2,8;129;5,7
CORURIPE;12/02/2024;1100;28;28,4;27,6;1005,7;1005,8;1005,4;3,4;116;7,7
CORURIPE;12/02/2024;1200;29,4;29,8;28;1005,9;1006;1005,7;4,2;128;8,4
CORURIPE;12/02/2024;1300;29,4;30,3;29;1005,8;1006;1005,7;4,8;133;8,9
CORURIPE;12/02/2024;1400;29,1;30,3;28,7;1005,7;1005,8;1005,6;5;133;8,4
CORURIPE;12/02/2024;1500;30,2;30,7;29,1;1005,2;1005,7;1005,2;5,2;131;10
CORURIPE;12/02/2024;1600;29;30,7;28,5;1004,7;1005,3;1004,6;3,6;118;9,3
CORURIPE;12/02/2024;1700;29,2;29,6;29;1004,1;1004,7;1004,1;5,1;126;9,2
CORURIPE;12/02/2024;1800;29,3;29,6;29,2;1003,9;1004,1;1003,9;5,4;130;9,8
CORURIPE;12/02/2024;1900;28,7;29,8;28,7;1003,8;1003,9;1003,7;3,8;121;9,1
CORURIPE;12/02/2024;2000;28,4;28,9;28,4;1004;1004;1003,7;3,2;120;8,2
CORURIPE;12/02/2024;2100;27,8;28,4;27,7;1004,5;1004,5;1004;3,5;137;8
CORURIPE;12/02/2024;2200;27,2;27,8;27,2;1004,8;1004,8;1004,5;2,5;135;6,3
CORURIPE;12/02/2024;2300;26,7;27,2;26,7;1005,6;1005,6;1004,8;1,4;159;3,9
CORURIPE;13/02/2024;0;27,1;27,3;26,6;1006;1006;1005,6;3;139;6
CORURIPE;13/02/2024;100;25,7;27,1;25,6;1006,2;1006,3;1005,9;2;188;6
CORURIPE;13/02/2024;200;26,2;26,3;25,7;1005,5;1006,2;1005,5;2;127;4,3
CORURIPE;13/02/2024;300;26,7;26,8;26,2;1005,2;1005,6;1005,2;2;111;4,4
CORURIPE;13/02/2024;400;26,6;26,7;26,6;1004,4;1005,2;1004,3;1,9;115;4,5
CORURIPE;13/02/2024;500;25,1;26,7;25,1;1003,9;1004,4;1003,8;2,4;126;7,8
CORURIPE;13/02/2024;600;25,3;25,7;25,1;1003,5;1003,9;1003,5;2,3;137;5,4
CORURIPE;13/02/2024;700;25,2;25,4;25;1003,3;1003,6;1003,3;2,4;133;4,3
CORURIPE;13/02/2024;800;25,6;25,8;25,2;1003,7;1003,7;1003,3;1,5;107;4,5
CORURIPE;13/02/2024;900;26,1;26,2;25,5;1004,1;1004,1;1003,7;1,6;105;3,9
CORURIPE;13/02/2024;1000;27;27;26;1004,7;1004,7;1004,1;1,7;117;5
CORURIPE;13/02/2024;1100;27,9;27,9;26,8;1005,2;1005,2;1004,7;2,4;117;8
CORURIPE;13/02/2024;1200;29,8;30;27,9;1005,5;1005,5;1005,1;3,7;95;9
CORURIPE;13/02/2024;1300;30,9;31;29,8;1005,6;1005,7;1005,5;3;104;9,7
CORURIPE;13/02/2024;1400;30,3;31,7;29,8;1005,6;1005,7;1005,5;3,5;85;7,6
CORURIPE;13/02/2024;1500;31,5;31,5;29,8;1005,2;1005,7;1005,2;3,8;88;9
CORURIPE;13/02/2024;1600;31,8;32,3;30,8;1004,4;1005,2;1004,4;3,6;117;7,6
CORURIPE;13/02/2024;1700;31,5;32;30,6;1004;1004,4;1004;3,4;108;7,9
CORURIPE;13/02/2024;1800;30,7;31,7;30,2;1003,9;1004;1003,8;3,3;88;7,9
CORURIPE;13/02/2024;1900;29,8;31,3;29,6;1003,4;1003,9;1003,4;3,2;103;8,4
CORURIPE;13/02/2024;2000;29,5;30,1;29;1003,7;1003,7;1003,4;2,5;101;7,9
CORURIPE;13/02/2024;2100;28;29,5;28;1004,2;1004,2;1003,7;1,7;102;6,2
